id,product_id,category_id,category_name,search_page,position_in_results,search_timestamp
27,1005006314715623,201239108,201239108,1,7,2025-08-19 12:21:19.144607
28,1005006314715623,200370154,200370154,1,7,2025-08-19 12:21:19.145483
29,1005007240369484,200001680,200001680,1,8,2025-08-19 12:21:19.147538
30,1005007240369484,1509,1509,1,8,2025-08-19 12:21:19.148404
31,1005007240369484,201239108,201239108,1,8,2025-08-19 12:21:19.149266
32,1005007240369484,200370154,200370154,1,8,2025-08-19 12:21:19.150121
33,1005008937958716,200001680,200001680,1,9,2025-08-19 12:21:19.153069
34,1005008937958716,1509,1509,1,9,2025-08-19 12:21:19.153936
35,1005008937958716,201239108,201239108,1,9,2025-08-19 12:21:19.154770
36,1005008937958716,200370154,200370154,1,9,2025-08-19 12:21:19.155723
37,1005009576750225,200001680,200001680,1,10,2025-08-19 12:21:19.157663
38,1005009576750225,1509,1509,1,10,2025-08-19 12:21:19.158528
39,1005009576750225,201239108,201239108,1,10,2025-08-19 12:21:19.159432
40,1005009576750225,200370154,200370154,1,10,2025-08-19 12:21:19.160280
41,1005005380140400,200001680,200001680,1,11,2025-08-19 12:21:19.162394
42,1005005380140400,1509,1509,1,11,2025-08-19 12:21:19.163309
43,1005005380140400,201239108,201239108,1,11,2025-08-19 12:21:19.164152
44,1005005380140400,200370154,200370154,1,11,2025-08-19 12:21:19.164958
45,1005006919999019,200001680,200001680,1,12,2025-08-19 12:21:19.166825
46,1005006919999019,1509,1509,1,12,2025-08-19 12:21:19.167634
47,1005006919999019,201239108,201239108,1,12,2025-08-19 12:21:19.168448
48,1005006919999019,200370154,200370154,1,12,2025-08-19 12:21:19.169309
49,1005006025120002,200001680,200001680,1,13,2025-08-19 12:21:19.171226
50,1005006025120002,1509,1509,1,13,2025-08-19 12:21:19.172049
51,1005006025120002,201239108,201239108,1,13,2025-08-19 12:21:19.172872
52,1005006025120002,200370154,200370154,1,13,2025-08-19 12:21:19.173784
53,1005009649285368,200001680,200001680,1,14,2025-08-19 12:21:19.176866
54,1005009649285368,1509,1509,1,14,2025-08-19 12:21:19.177688
55,1005009649285368,201239108,201239108,1,14,2025-08-19 12:21:19.178499
56,1005009649285368,200370154,200370154,1,14,2025-08-19 12:21:19.179353
57,1005007514185208,200001680,200001680,1,15,2025-08-19 12:21:19.182111
58,1005007514185208,1509,1509,1,15,2025-08-19 12:21:19.182912
59,1005007514185208,201239108,201239108,1,15,2025-08-19 12:21:19.183703
60,1005007514185208,200370154,200370154,1,15,2025-08-19 12:21:19.184468
61,1005009663150511,200001680,200001680,1,16,2025-08-19 12:21:19.187129
62,1005009663150511,1509,1509,1,16,2025-08-19 12:21:19.187926
63,1005009663150511,201239108,201239108,1,16,2025-08-19 12:21:19.188692
64,1005009663150511,200370154,200370154,1,16,2025-08-19 12:21:19.189495
65,1005007495600082,200001680,200001680,1,17,2025-08-19 12:21:19.191336
66,1005007495600082,1509,1509,1,17,2025-08-19 12:21:19.192200
67,1005007495600082,201239108,201239108,1,17,2025-08-19 12:21:19.193023
68,1005007495600082,200370154,200370154,1,17,2025-08-19 12:21:19.193784
69,1005006631256214,200001680,200001680,1,18,2025-08-19 12:21:19.196354
70,1005006631256214,1509,1509,1,18,2025-08-19 12:21:19.197142
71,1005006631256214,201239108,201239108,1,18,2025-08-19 12:21:19.197962
72,1005006631256214,200370154,200370154,1,18,2025-08-19 12:21:19.198737
73,1005009119345176,200001680,200001680,1,19,2025-08-19 12:21:19.200656
74,1005009119345176,1509,1509,1,19,2025-08-19 12:21:19.201498
75,1005009119345176,201239108,201239108,1,19,2025-08-19 12:21:19.202390
76,1005009119345176,200370154,200370154,1,19,2025-08-19 12:21:19.203227
77,1005009498078900,200001680,200001680,1,20,2025-08-19 12:21:19.205865
78,1005009498078900,1509,1509,1,20,2025-08-19 12:21:19.206628
79,1005009498078900,201239108,201239108,1,20,2025-08-19 12:21:19.207396
80,1005009498078900,200370154,200370154,1,20,2025-08-19 12:21:19.208200
81,1005007514051339,200001680,200001680,1,21,2025-08-19 12:21:19.210796
82,1005007514051339,1509,1509,1,21,2025-08-19 12:21:19.211659
83,1005007514051339,201239108,201239108,1,21,2025-08-19 12:21:19.212556
84,1005007514051339,200370154,200370154,1,21,2025-08-19 12:21:19.213443
85,1005008575431921,200001680,200001680,1,22,2025-08-19 12:21:19.215301
86,1005008575431921,1509,1509,1,22,2025-08-19 12:21:19.216112
87,1005008575431921,201239108,201239108,1,22,2025-08-19 12:21:19.216883
88,1005008575431921,200370154,200370154,1,22,2025-08-19 12:21:19.217755
89,1005004448761215,200001680,200001680,1,23,2025-08-19 12:21:19.219636
90,1005004448761215,1509,1509,1,23,2025-08-19 12:21:19.220415
91,1005004448761215,201239108,201239108,1,23,2025-08-19 12:21:19.221171
92,1005004448761215,200370154,200370154,1,23,2025-08-19 12:21:19.221940
93,1005009641458559,200001680,200001680,1,24,2025-08-19 12:21:19.224583
94,1005009641458559,1509,1509,1,24,2025-08-19 12:21:19.225462
95,1005009641458559,201239108,201239108,1,24,2025-08-19 12:21:19.226286
96,1005009641458559,200370154,200370154,1,24,2025-08-19 12:21:19.227104
97,4000484298801,200001680,200001680,1,25,2025-08-19 12:21:19.228953
98,4000484298801,1509,1509,1,25,2025-08-19 12:21:19.229779
99,4000484298801,201239108,201239108,1,25,2025-08-19 12:21:19.230582
100,4000484298801,200370154,200370154,1,25,2025-08-19 12:21:19.231405
101,1005007252815010,200001680,200001680,1,26,2025-08-19 12:21:19.233146
102,1005007252815010,1509,1509,1,26,2025-08-19 12:21:19.233900
103,1005007252815010,201239108,201239108,1,26,2025-08-19 12:21:19.234663
104,1005007252815010,200370154,200370154,1,26,2025-08-19 12:21:19.235459
105,1005006039902056,200001680,200001680,1,27,2025-08-19 12:21:19.237201
106,1005006039902056,1509,1509,1,27,2025-08-19 12:21:19.237984
107,1005006039902056,201239108,201239108,1,27,2025-08-19 12:21:19.238735
108,1005006039902056,200370154,200370154,1,27,2025-08-19 12:21:19.239502
109,1005007523284932,200001680,200001680,1,28,2025-08-19 12:21:19.242239
110,1005007523284932,1509,1509,1,28,2025-08-19 12:21:19.243020
111,1005007523284932,201239108,201239108,1,28,2025-08-19 12:21:19.243972
112,1005007523284932,200370154,200370154,1,28,2025-08-19 12:21:19.244760
113,1005008938244262,200001680,200001680,1,30,2025-08-19 12:21:19.250114
114,1005008938244262,1509,1509,1,30,2025-08-19 12:21:19.250995
115,1005008938244262,201239108,201239108,1,30,2025-08-19 12:21:19.251802
116,1005008938244262,200370154,200370154,1,30,2025-08-19 12:21:19.252587
117,1005006005677140,200001680,200001680,1,31,2025-08-19 12:21:19.254472
118,1005006005677140,1509,1509,1,31,2025-08-19 12:21:19.255300
119,1005006005677140,201239108,201239108,1,31,2025-08-19 12:21:19.256113
120,1005006005677140,200370154,200370154,1,31,2025-08-19 12:21:19.256891
121,1005009685776051,200001680,200001680,1,32,2025-08-19 12:21:19.260214
122,1005009685776051,1509,1509,1,32,2025-08-19 12:21:19.261010
123,1005009685776051,201239108,201239108,1,32,2025-08-19 12:21:19.261835
124,1005009685776051,200370154,200370154,1,32,2025-08-19 12:21:19.262701
125,1005006309363506,200001680,200001680,1,33,2025-08-19 12:21:19.264508
126,1005006309363506,1509,1509,1,33,2025-08-19 12:21:19.265366
127,1005006309363506,201239108,201239108,1,33,2025-08-19 12:21:19.266170
128,1005006309363506,200370154,200370154,1,33,2025-08-19 12:21:19.266956
129,1005007238811156,200001680,200001680,1,34,2025-08-19 12:21:19.268700
130,1005007238811156,1509,1509,1,34,2025-08-19 12:21:19.269477
131,1005007238811156,201239108,201239108,1,34,2025-08-19 12:21:19.270511
132,1005007238811156,200370154,200370154,1,34,2025-08-19 12:21:19.271464
133,1005006726645586,200001680,200001680,1,35,2025-08-19 12:21:19.274273
134,1005006726645586,1509,1509,1,35,2025-08-19 12:21:19.275064
135,1005006726645586,201239108,201239108,1,35,2025-08-19 12:21:19.275843
136,1005006726645586,200370154,200370154,1,35,2025-08-19 12:21:19.276640
137,1005007232505013,200001680,200001680,1,37,2025-08-19 12:21:19.281225
138,1005007232505013,1509,1509,1,37,2025-08-19 12:21:19.282116
139,1005007232505013,201239108,201239108,1,37,2025-08-19 12:21:19.282932
140,1005007232505013,200370154,200370154,1,37,2025-08-19 12:21:19.283725
141,1005006774382775,200001680,200001680,1,38,2025-08-19 12:21:19.285575
142,1005006774382775,1509,1509,1,38,2025-08-19 12:21:19.286366
143,1005006774382775,201239108,201239108,1,38,2025-08-19 12:21:19.287138
144,1005006774382775,200370154,200370154,1,38,2025-08-19 12:21:19.287936
145,1005002633515520,200001680,200001680,1,39,2025-08-19 12:21:19.289662
146,1005002633515520,1509,1509,1,39,2025-08-19 12:21:19.290499
147,1005002633515520,201239108,201239108,1,39,2025-08-19 12:21:19.291312
148,1005002633515520,200370154,200370154,1,39,2025-08-19 12:21:19.292162
149,1005007251277640,200001680,200001680,1,40,2025-08-19 12:21:19.294164
150,1005007251277640,1509,1509,1,40,2025-08-19 12:21:19.295378
151,1005007251277640,201239108,201239108,1,40,2025-08-19 12:21:19.296514
152,1005007251277640,200370154,200370154,1,40,2025-08-19 12:21:19.297636
153,1005009119012914,200001680,200001680,1,41,2025-08-19 12:21:19.300011
154,1005009119012914,1509,1509,1,41,2025-08-19 12:21:19.300925
155,1005009119012914,201239108,201239108,1,41,2025-08-19 12:21:19.301868
156,1005009119012914,200370154,200370154,1,41,2025-08-19 12:21:19.302758
157,1005009654697358,200001680,200001680,1,42,2025-08-19 12:21:19.304870
158,1005009654697358,1509,1509,1,42,2025-08-19 12:21:19.305752
159,1005009654697358,201239108,201239108,1,42,2025-08-19 12:21:19.306645
160,1005009654697358,200370154,200370154,1,42,2025-08-19 12:21:19.307641
161,1005008937893874,200001680,200001680,2,1,2025-08-19 12:21:20.806790
162,1005008937893874,1509,1509,2,1,2025-08-19 12:21:20.809847
163,1005008937893874,201239108,201239108,2,1,2025-08-19 12:21:20.812686
164,1005008937893874,200370154,200370154,2,1,2025-08-19 12:21:20.815372
165,1005004546895817,200001680,200001680,2,2,2025-08-19 12:21:20.819855
166,1005004546895817,1509,1509,2,2,2025-08-19 12:21:20.821589
167,1005004546895817,201239108,201239108,2,2,2025-08-19 12:21:20.823931
168,1005004546895817,200370154,200370154,2,2,2025-08-19 12:21:20.825697
169,1005008938180557,200001680,200001680,2,3,2025-08-19 12:21:20.828812
170,1005008938180557,1509,1509,2,3,2025-08-19 12:21:20.830040
171,1005008938180557,201239108,201239108,2,3,2025-08-19 12:21:20.831147
172,1005008938180557,200370154,200370154,2,3,2025-08-19 12:21:20.832119
173,1005002984905061,200001680,200001680,2,4,2025-08-19 12:21:20.834418
174,1005002984905061,1509,1509,2,4,2025-08-19 12:21:20.835431
175,1005002984905061,201239108,201239108,2,4,2025-08-19 12:21:20.836414
176,1005002984905061,200370154,200370154,2,4,2025-08-19 12:21:20.837402
177,1005008938192522,200001680,200001680,2,5,2025-08-19 12:21:20.839426
178,1005008938192522,1509,1509,2,5,2025-08-19 12:21:20.840343
179,1005008938192522,201239108,201239108,2,5,2025-08-19 12:21:20.841392
180,1005008938192522,200370154,200370154,2,5,2025-08-19 12:21:20.842444
181,1005008937824954,200001680,200001680,2,6,2025-08-19 12:21:20.844334
182,1005008937824954,1509,1509,2,6,2025-08-19 12:21:20.845295
183,1005008937824954,201239108,201239108,2,6,2025-08-19 12:21:20.846307
184,1005008937824954,200370154,200370154,2,6,2025-08-19 12:21:20.847155
185,1005008938102022,200001680,200001680,2,7,2025-08-19 12:21:20.848998
186,1005008938102022,1509,1509,2,7,2025-08-19 12:21:20.849959
187,1005008938102022,201239108,201239108,2,7,2025-08-19 12:21:20.850829
188,1005008938102022,200370154,200370154,2,7,2025-08-19 12:21:20.851710
189,1005008938247196,200001680,200001680,2,8,2025-08-19 12:21:20.853847
190,1005008938247196,1509,1509,2,8,2025-08-19 12:21:20.854908
191,1005008938247196,201239108,201239108,2,8,2025-08-19 12:21:20.855825
192,1005008938247196,200370154,200370154,2,8,2025-08-19 12:21:20.856665
193,4000103904742,200001680,200001680,1,1,2025-08-19 12:22:32.337989
194,4000103904742,1509,1509,1,1,2025-08-19 12:22:32.340034
195,4000103904742,201239108,201239108,1,1,2025-08-19 12:22:32.341040
196,4000103904742,200370154,200370154,1,1,2025-08-19 12:22:32.342070
197,1005009427343397,200001680,200001680,1,2,2025-08-19 12:22:32.345158
198,1005009427343397,1509,1509,1,2,2025-08-19 12:22:32.346052
199,1005009427343397,201239108,201239108,1,2,2025-08-19 12:22:32.346927
200,1005009427343397,200370154,200370154,1,2,2025-08-19 12:22:32.347787
201,1005007847605514,200001680,200001680,1,3,2025-08-19 12:22:32.350798
202,1005007847605514,1509,1509,1,3,2025-08-19 12:22:32.352095
203,1005007847605514,201239108,201239108,1,3,2025-08-19 12:22:32.353186
204,1005007847605514,200370154,200370154,1,3,2025-08-19 12:22:32.354068
205,1005005483286611,200001680,200001680,1,4,2025-08-19 12:22:32.356769
206,1005005483286611,1509,1509,1,4,2025-08-19 12:22:32.357620
207,1005005483286611,201239108,201239108,1,4,2025-08-19 12:22:32.358419
208,1005005483286611,200370154,200370154,1,4,2025-08-19 12:22:32.359186
209,1005006331991341,200001680,200001680,1,5,2025-08-19 12:22:32.360838
210,1005006331991341,1509,1509,1,5,2025-08-19 12:22:32.361663
211,1005006331991341,201239108,201239108,1,5,2025-08-19 12:22:32.362727
212,1005006331991341,200370154,200370154,1,5,2025-08-19 12:22:32.363537
213,4000103765289,200001680,200001680,1,6,2025-08-19 12:22:32.365171
214,4000103765289,1509,1509,1,6,2025-08-19 12:22:32.365952
215,4000103765289,201239108,201239108,1,6,2025-08-19 12:22:32.366790
216,4000103765289,200370154,200370154,1,6,2025-08-19 12:22:32.367606
217,1005006314715623,200001680,200001680,1,7,2025-08-19 12:22:32.369220
218,1005006314715623,1509,1509,1,7,2025-08-19 12:22:32.369982
219,1005006314715623,201239108,201239108,1,7,2025-08-19 12:22:32.370748
220,1005006314715623,200370154,200370154,1,7,2025-08-19 12:22:32.371521
221,1005007240369484,200001680,200001680,1,8,2025-08-19 12:22:32.373181
222,1005007240369484,1509,1509,1,8,2025-08-19 12:22:32.373951
223,1005007240369484,201239108,201239108,1,8,2025-08-19 12:22:32.374698
224,1005007240369484,200370154,200370154,1,8,2025-08-19 12:22:32.375458
225,1005008937958716,200001680,200001680,1,9,2025-08-19 12:22:32.377926
226,1005008937958716,1509,1509,1,9,2025-08-19 12:22:32.378731
227,1005008937958716,201239108,201239108,1,9,2025-08-19 12:22:32.379475
228,1005008937958716,200370154,200370154,1,9,2025-08-19 12:22:32.380217
229,1005009576750225,200001680,200001680,1,10,2025-08-19 12:22:32.381787
230,1005009576750225,1509,1509,1,10,2025-08-19 12:22:32.382550
231,1005009576750225,201239108,201239108,1,10,2025-08-19 12:22:32.383324
232,1005009576750225,200370154,200370154,1,10,2025-08-19 12:22:32.384116
233,1005005380140400,200001680,200001680,1,11,2025-08-19 12:22:32.385707
234,1005005380140400,1509,1509,1,11,2025-08-19 12:22:32.386489
235,1005005380140400,201239108,201239108,1,11,2025-08-19 12:22:32.387250
236,1005005380140400,200370154,200370154,1,11,2025-08-19 12:22:32.388151
237,1005006919999019,200001680,200001680,1,12,2025-08-19 12:22:32.390212
238,1005006919999019,1509,1509,1,12,2025-08-19 12:22:32.391093
239,1005006919999019,201239108,201239108,1,12,2025-08-19 12:22:32.391901
240,1005006919999019,200370154,200370154,1,12,2025-08-19 12:22:32.392681
241,1005006025120002,200001680,200001680,1,13,2025-08-19 12:22:32.394431
242,1005006025120002,1509,1509,1,13,2025-08-19 12:22:32.395299
243,1005006025120002,201239108,201239108,1,13,2025-08-19 12:22:32.396149
244,1005006025120002,200370154,200370154,1,13,2025-08-19 12:22:32.396962
245,1005009649285368,200001680,200001680,1,14,2025-08-19 12:22:32.399334
246,1005009649285368,1509,1509,1,14,2025-08-19 12:22:32.400121
247,1005009649285368,201239108,201239108,1,14,2025-08-19 12:22:32.400915
248,1005009649285368,200370154,200370154,1,14,2025-08-19 12:22:32.401711
249,1005007514185208,200001680,200001680,1,15,2025-08-19 12:22:32.404100
250,1005007514185208,1509,1509,1,15,2025-08-19 12:22:32.404866
251,1005007514185208,201239108,201239108,1,15,2025-08-19 12:22:32.405629
252,1005007514185208,200370154,200370154,1,15,2025-08-19 12:22:32.406388
253,1005009663150511,200001680,200001680,1,16,2025-08-19 12:22:32.408874
254,1005009663150511,1509,1509,1,16,2025-08-19 12:22:32.409639
255,1005009663150511,201239108,201239108,1,16,2025-08-19 12:22:32.410412
256,1005009663150511,200370154,200370154,1,16,2025-08-19 12:22:32.411185
257,1005007495600082,200001680,200001680,1,17,2025-08-19 12:22:32.412872
258,1005007495600082,1509,1509,1,17,2025-08-19 12:22:32.413637
259,1005007495600082,201239108,201239108,1,17,2025-08-19 12:22:32.414404
260,1005007495600082,200370154,200370154,1,17,2025-08-19 12:22:32.415165
261,1005006631256214,200001680,200001680,1,18,2025-08-19 12:22:32.417886
262,1005006631256214,1509,1509,1,18,2025-08-19 12:22:32.418700
263,1005006631256214,201239108,201239108,1,18,2025-08-19 12:22:32.419502
264,1005006631256214,200370154,200370154,1,18,2025-08-19 12:22:32.420262
265,1005009119345176,200001680,200001680,1,19,2025-08-19 12:22:32.421904
266,1005009119345176,1509,1509,1,19,2025-08-19 12:22:32.422741
267,1005009119345176,201239108,201239108,1,19,2025-08-19 12:22:32.423557
268,1005009119345176,200370154,200370154,1,19,2025-08-19 12:22:32.424369
269,1005009498078900,200001680,200001680,1,20,2025-08-19 12:22:32.426756
270,1005009498078900,1509,1509,1,20,2025-08-19 12:22:32.427531
271,1005009498078900,201239108,201239108,1,20,2025-08-19 12:22:32.428304
272,1005009498078900,200370154,200370154,1,20,2025-08-19 12:22:32.429078
273,1005007514051339,200001680,200001680,1,21,2025-08-19 12:22:32.431668
274,1005007514051339,1509,1509,1,21,2025-08-19 12:22:32.432439
275,1005007514051339,201239108,201239108,1,21,2025-08-19 12:22:32.433209
276,1005007514051339,200370154,200370154,1,21,2025-08-19 12:22:32.434072
277,1005008575431921,200001680,200001680,1,22,2025-08-19 12:22:32.435709
278,1005008575431921,1509,1509,1,22,2025-08-19 12:22:32.436465
279,1005008575431921,201239108,201239108,1,22,2025-08-19 12:22:32.437221
280,1005008575431921,200370154,200370154,1,22,2025-08-19 12:22:32.438013
281,1005004448761215,200001680,200001680,1,23,2025-08-19 12:22:32.439702
282,1005004448761215,1509,1509,1,23,2025-08-19 12:22:32.440521
283,1005004448761215,201239108,201239108,1,23,2025-08-19 12:22:32.441282
284,1005004448761215,200370154,200370154,1,23,2025-08-19 12:22:32.442036
285,1005009641458559,200001680,200001680,1,24,2025-08-19 12:22:32.444841
286,1005009641458559,1509,1509,1,24,2025-08-19 12:22:32.445686
287,1005009641458559,201239108,201239108,1,24,2025-08-19 12:22:32.446532
288,1005009641458559,200370154,200370154,1,24,2025-08-19 12:22:32.447334
289,4000484298801,200001680,200001680,1,25,2025-08-19 12:22:32.448912
290,4000484298801,1509,1509,1,25,2025-08-19 12:22:32.449690
291,4000484298801,201239108,201239108,1,25,2025-08-19 12:22:32.450475
292,4000484298801,200370154,200370154,1,25,2025-08-19 12:22:32.451267
293,1005007252815010,200001680,200001680,1,26,2025-08-19 12:22:32.452854
294,1005007252815010,1509,1509,1,26,2025-08-19 12:22:32.453619
295,1005007252815010,201239108,201239108,1,26,2025-08-19 12:22:32.454416
296,1005007252815010,200370154,200370154,1,26,2025-08-19 12:22:32.455225
297,1005006039902056,200001680,200001680,1,27,2025-08-19 12:22:32.456963
298,1005006039902056,1509,1509,1,27,2025-08-19 12:22:32.457758
299,1005006039902056,201239108,201239108,1,27,2025-08-19 12:22:32.458542
300,1005006039902056,200370154,200370154,1,27,2025-08-19 12:22:32.459321
301,1005007523284932,200001680,200001680,1,28,2025-08-19 12:22:32.461741
302,1005007523284932,1509,1509,1,28,2025-08-19 12:22:32.462508
303,1005007523284932,201239108,201239108,1,28,2025-08-19 12:22:32.463289
304,1005007523284932,200370154,200370154,1,28,2025-08-19 12:22:32.464082
305,1005008938244262,200001680,200001680,1,30,2025-08-19 12:22:32.468071
306,1005008938244262,1509,1509,1,30,2025-08-19 12:22:32.468953
307,1005008938244262,201239108,201239108,1,30,2025-08-19 12:22:32.469743
308,1005008938244262,200370154,200370154,1,30,2025-08-19 12:22:32.470508
309,1005006005677140,200001680,200001680,1,31,2025-08-19 12:22:32.472238
310,1005006005677140,1509,1509,1,31,2025-08-19 12:22:32.473189
311,1005006005677140,201239108,201239108,1,31,2025-08-19 12:22:32.474182
312,1005006005677140,200370154,200370154,1,31,2025-08-19 12:22:32.475057
313,1005009685776051,200001680,200001680,1,32,2025-08-19 12:22:32.478034
314,1005009685776051,1509,1509,1,32,2025-08-19 12:22:32.478860
315,1005009685776051,201239108,201239108,1,32,2025-08-19 12:22:32.479645
316,1005009685776051,200370154,200370154,1,32,2025-08-19 12:22:32.480443
317,1005006309363506,200001680,200001680,1,33,2025-08-19 12:22:32.482108
318,1005006309363506,1509,1509,1,33,2025-08-19 12:22:32.482997
319,1005006309363506,201239108,201239108,1,33,2025-08-19 12:22:32.483806
320,1005006309363506,200370154,200370154,1,33,2025-08-19 12:22:32.484573
321,1005007238811156,200001680,200001680,1,34,2025-08-19 12:22:32.486205
322,1005007238811156,1509,1509,1,34,2025-08-19 12:22:32.487001
323,1005007238811156,201239108,201239108,1,34,2025-08-19 12:22:32.487786
324,1005007238811156,200370154,200370154,1,34,2025-08-19 12:22:32.488610
325,1005006726645586,200001680,200001680,1,35,2025-08-19 12:22:32.491041
326,1005006726645586,1509,1509,1,35,2025-08-19 12:22:32.491819
327,1005006726645586,201239108,201239108,1,35,2025-08-19 12:22:32.492588
328,1005006726645586,200370154,200370154,1,35,2025-08-19 12:22:32.493374
329,1005007232505013,200001680,200001680,1,37,2025-08-19 12:22:32.497389
330,1005007232505013,1509,1509,1,37,2025-08-19 12:22:32.498244
331,1005007232505013,201239108,201239108,1,37,2025-08-19 12:22:32.499047
332,1005007232505013,200370154,200370154,1,37,2025-08-19 12:22:32.499851
333,1005006774382775,200001680,200001680,1,38,2025-08-19 12:22:32.501901
334,1005006774382775,1509,1509,1,38,2025-08-19 12:22:32.502794
335,1005006774382775,201239108,201239108,1,38,2025-08-19 12:22:32.503620
336,1005006774382775,200370154,200370154,1,38,2025-08-19 12:22:32.504437
337,1005002633515520,200001680,200001680,1,39,2025-08-19 12:22:32.506242
338,1005002633515520,1509,1509,1,39,2025-08-19 12:22:32.507090
339,1005002633515520,201239108,201239108,1,39,2025-08-19 12:22:32.507962
340,1005002633515520,200370154,200370154,1,39,2025-08-19 12:22:32.508817
341,1005007251277640,200001680,200001680,1,40,2025-08-19 12:22:32.510629
342,1005007251277640,1509,1509,1,40,2025-08-19 12:22:32.511480
343,1005007251277640,201239108,201239108,1,40,2025-08-19 12:22:32.512320
344,1005007251277640,200370154,200370154,1,40,2025-08-19 12:22:32.513133
345,1005009119012914,200001680,200001680,1,41,2025-08-19 12:22:32.514798
346,1005009119012914,1509,1509,1,41,2025-08-19 12:22:32.515576
347,1005009119012914,201239108,201239108,1,41,2025-08-19 12:22:32.516382
348,1005009119012914,200370154,200370154,1,41,2025-08-19 12:22:32.517185
349,1005009654697358,200001680,200001680,1,42,2025-08-19 12:22:32.518832
350,1005009654697358,1509,1509,1,42,2025-08-19 12:22:32.519619
351,1005009654697358,201239108,201239108,1,42,2025-08-19 12:22:32.520403
352,1005009654697358,200370154,200370154,1,42,2025-08-19 12:22:32.521192
353,1005008937893874,200001680,200001680,2,1,2025-08-19 12:22:33.996278
354,1005008937893874,1509,1509,2,1,2025-08-19 12:22:33.999940
355,1005008937893874,201239108,201239108,2,1,2025-08-19 12:22:34.003309
356,1005008937893874,200370154,200370154,2,1,2025-08-19 12:22:34.006030
357,1005004546895817,200001680,200001680,2,2,2025-08-19 12:22:34.010457
358,1005004546895817,1509,1509,2,2,2025-08-19 12:22:34.012669
359,1005004546895817,201239108,201239108,2,2,2025-08-19 12:22:34.014390
360,1005004546895817,200370154,200370154,2,2,2025-08-19 12:22:34.016033
361,1005008938180557,200001680,200001680,2,3,2025-08-19 12:22:34.018822
362,1005008938180557,1509,1509,2,3,2025-08-19 12:22:34.019989
363,1005008938180557,201239108,201239108,2,3,2025-08-19 12:22:34.021076
364,1005008938180557,200370154,200370154,2,3,2025-08-19 12:22:34.022126
365,1005002984905061,200001680,200001680,2,4,2025-08-19 12:22:34.024156
366,1005002984905061,1509,1509,2,4,2025-08-19 12:22:34.025208
367,1005002984905061,201239108,201239108,2,4,2025-08-19 12:22:34.026320
368,1005002984905061,200370154,200370154,2,4,2025-08-19 12:22:34.027312
369,1005008938192522,200001680,200001680,2,5,2025-08-19 12:22:34.029244
370,1005008938192522,1509,1509,2,5,2025-08-19 12:22:34.030266
371,1005008938192522,201239108,201239108,2,5,2025-08-19 12:22:34.031207
372,1005008938192522,200370154,200370154,2,5,2025-08-19 12:22:34.032078
373,1005008937824954,200001680,200001680,2,6,2025-08-19 12:22:34.033896
374,1005008937824954,1509,1509,2,6,2025-08-19 12:22:34.034710
375,1005008937824954,201239108,201239108,2,6,2025-08-19 12:22:34.035563
376,1005008937824954,200370154,200370154,2,6,2025-08-19 12:22:34.036361
377,1005008938102022,200001680,200001680,2,7,2025-08-19 12:22:34.038046
378,1005008938102022,1509,1509,2,7,2025-08-19 12:22:34.038838
379,1005008938102022,201239108,201239108,2,7,2025-08-19 12:22:34.039619
380,1005008938102022,200370154,200370154,2,7,2025-08-19 12:22:34.040470
381,1005008938247196,200001680,200001680,2,8,2025-08-19 12:22:34.042103
382,1005008938247196,1509,1509,2,8,2025-08-19 12:22:34.042878
